"Periodo(MMM DD, AAAA)","Tasa de interés Cero Cupón, Títulos de Tesorería (TES), pesos - 1 año","Tasa de interés Cero Cupón, Títulos de Tesorería (TES), pesos - 5 años","Tasa de interés Cero Cupón, Títulos de Tesorería (TES), pesos - 10 años","Tasa de interés Cero Cupón, Títulos de Tesorería (TES), UVR - 1 año","Tasa de interés Cero Cupón, Títulos de Tesorería (TES), UVR - 5 años","Tasa de interés Cero Cupón, Títulos de Tesorería (TES), UVR - 10 años"
"2020/11/23",2.14,4.42,5.95,0.33,1.29,2.43
"2020/11/24",2.15,4.32,5.9,0.26,1.5,2.49
"2020/11/25",2.16,4.33,5.91,0.28,1.35,2.42
"2020/11/26",2.15,4.34,5.93,0.28,1.54,2.53
"2020/11/27",2.15,4.35,5.93,0.34,1.31,2.4
"2020/11/30",2.17,4.36,5.93,0.36,1.22,2.32
"2020/12/01",2.13,4.31,5.89,0.31,1.22,2.35
"2020/12/02",2.17,4.39,5.98,0.32,1.25,2.35
"2020/12/03",2.13,4.38,5.92,0.3,1.18,2.28
"2020/12/04",2.17,4.36,5.9,0.25,1.13,2.25
"2020/12/07",2.16,4.35,5.91,0.37,1.17,2.29
"2020/12/09",2.11,4.38,5.93,0.58,1.23,2.27
"2020/12/10",2.11,4.41,5.96,0.51,1.15,2.25
"2020/12/11",2.12,4.36,5.92,0.44,1.15,2.25
"2020/12/14",2.23,4.36,5.9,0.44,1.17,2.23
"2020/12/15",2.11,4.37,5.91,0.33,1.31,2.3
"2020/12/16",2.11,4.39,5.93,0.27,1.13,2.2
"2020/12/17",2.24,4.36,5.88,0.39,1.14,2.18
"2020/12/18",2.11,4.31,5.84,0.16,1.27,2.25
"2020/12/21",2.08,4.3,5.84,,,
"2020/12/22",2.05,4.27,5.81,0.55,1.08,2.16
"2020/12/23",2.18,4.29,5.81,0.21,1.32,2.26
"2020/12/28",2.15,4.31,5.83,0.2,1.3,2.24
"2020/12/29",2.13,4.3,5.81,0.41,1.1,2.16
"2020/12/30",2.09,4.27,5.76,0.48,1.03,2.11
"2021/01/04",2.08,4.24,5.72,0.17,1.19,2.23
"2021/01/05",1.94,4.22,5.72,0.11,1.14,2.22
"2021/01/06",2.06,4.25,5.73,0.01,1.05,2.16
"2021/01/07",1.92,4.27,5.78,0.04,1.09,2.17
"2021/01/08",1.88,4.24,5.77,-0.03,0.98,2.1
"2021/01/12",1.92,4.31,5.88,0.05,0.9,2.06
"2021/01/13",2.05,4.28,5.84,-0.03,0.98,2.11
"2021/01/14",1.85,4.26,5.84,-0.07,0.92,2.1
"2021/01/15",1.83,4.23,5.82,-0.11,0.86,2.06
"2021/01/18",2.05,4.25,5.83,-0.16,0.79,2.02
"2021/01/19",1.81,4.26,5.86,-0.18,0.75,2.01
"2021/01/20",1.99,4.19,5.79,-0.21,0.71,1.99
"2021/01/21",1.81,4.21,5.82,-0.21,0.72,2
"2021/01/22",1.89,4.23,5.85,-0.23,0.68,1.98
"2021/01/25",1.87,4.26,5.89,-0.25,0.65,1.95
"2021/01/26",1.84,4.26,5.91,-0.24,0.67,1.98
"2021/01/27",1.94,4.28,5.95,-0.21,0.74,2.04
"2021/01/28",1.92,4.26,5.93,-0.21,0.75,2.06
"2021/01/29",1.9,4.21,5.9,-0.23,0.71,2.04
"2021/02/01",1.93,4.22,5.9,-0.21,0.75,2.06
"2021/02/02",1.82,4.25,5.94,-0.18,0.79,2.08
"2021/02/03",1.83,4.19,5.88,-0.2,0.75,2.06
"2021/02/04",1.81,4.21,5.9,-0.17,0.8,2.08
"2021/02/05",1.85,4.22,5.91,-0.22,0.73,2.06
"2021/02/08",1.88,4.25,5.95,-0.19,0.75,2.12
"2021/02/09",1.81,4.25,5.96,-0.16,0.84,2.14
"2021/02/10",1.86,4.21,5.92,-0.16,0.85,2.14
"2021/02/11",1.84,4.2,5.89,-0.11,0.9,2.14
"2021/02/12",1.82,4.21,5.91,-0.2,0.77,2.1
"2021/02/15",1.83,4.22,5.9,-0.21,0.76,2.08
"2021/02/16",1.78,4.29,5.97,-0.16,0.84,2.14
"2021/02/17",1.88,4.33,6.01,-0.13,0.93,2.25
"2021/02/18",1.78,4.33,6.01,-0.11,0.95,2.26
"2021/02/19",1.91,4.37,6.04,-0.08,1,2.29
"2021/02/22",1.97,4.47,6.17,-0.05,1.08,2.38
"2021/02/23",1.85,4.53,6.24,-0.06,1.06,2.35
"2021/02/24",2.07,4.58,6.28,-0.02,1.11,2.36
"2021/02/25",1.94,4.68,6.4,0,1.16,2.4
"2021/02/26",2.1,4.77,6.44,0.05,1.23,2.44
"2021/03/01",2.08,4.71,6.34,0.06,1.23,2.41
"2021/03/02",1.99,4.81,6.44,0.12,1.37,2.57
"2021/03/03",2.2,5,6.62,0.21,1.57,2.75
"2021/03/04",2,5,6.67,0.16,1.51,2.74
"2021/03/05",2.29,5.68,7.44,0.16,1.5,2.72
"2021/03/08",1.92,5.17,6.92,0.19,1.55,2.77
"2021/03/09",1.88,5.12,6.89,0.18,1.54,2.76
"2021/03/10",2.04,5.05,6.79,0.12,1.43,2.69
"2021/03/11",2.13,4.97,6.67,0.08,1.37,2.66
"2021/03/12",1.96,5.05,6.79,0.12,1.44,2.72
"2021/03/15",1.97,5.07,6.8,0.12,1.44,2.72
"2021/03/16",1.98,5.08,6.8,0.17,1.54,2.78
"2021/03/17",2.08,5.21,6.94,0.31,1.79,2.96
"2021/03/18",2.23,5.3,7.02,0.28,1.73,2.93
"2021/03/19",2.08,5.36,7.09,0.31,1.77,2.93
"2021/03/23",2.19,5.45,7.2,0.3,1.78,2.98
"2021/03/24",2.26,5.62,7.41,0.44,1.98,3.04
"2021/03/25",2.35,5.61,7.38,0.37,1.89,3.03
"2021/03/26",2.35,5.6,7.38,0.4,1.92,3.01
"2021/03/29",2.4,5.64,7.41,0.31,1.77,2.94
"2021/03/30",2.33,5.81,7.6,0.38,1.9,3.03
"2021/03/31",2.49,5.71,7.45,0.42,1.94,3.02
"2021/04/05",2.79,5.68,7.38,0.36,1.88,3.05
"2021/04/06",2.5,5.53,7.25,0.38,1.88,2.98
"2021/04/07",2.24,5.39,7.09,0.36,1.83,2.92
"2021/04/08",2.2,5.32,7.02,0.34,1.82,2.97
"2021/04/09",2.23,5.34,7.01,0.34,1.86,3.03
"2021/04/12",2.31,5.47,7.16,0.38,1.93,3.1
"2021/04/13",2.31,5.45,7.15,0.4,1.94,3.08
"2021/04/14",2.29,5.46,7.17,0.4,1.94,3.06
"2021/04/15",2.27,5.34,7.02,0.4,1.91,3.01
"2021/04/16",2.21,5.36,7.05,0.39,1.9,3.01
"2021/04/19",2.21,5.36,7.04,0.41,1.91,2.97
"2021/04/20",2.24,5.38,7.06,0.39,1.9,3
"2021/04/21",2.25,5.41,7.11,0.37,1.89,3.03
"2021/04/22",2.2,5.41,7.12,0.38,1.93,3.08
"2021/04/23",2.14,5.44,7.17,0.43,1.99,3.1
"2021/04/26",2.21,5.52,7.26,0.49,2.1,3.19
"2021/04/27",2.27,5.63,7.4,0.49,2.13,3.23
"2021/04/28",2.26,5.65,7.44,0.45,2.06,3.19
"2021/04/29",2.28,5.76,7.53,0.47,2.09,3.21
"2021/04/30",2.25,5.71,7.46,0.48,2.07,3.15
"2021/05/03",2.52,5.98,7.74,0.59,2.32,3.4
"2021/05/04",2.47,6.06,7.87,0.67,2.47,3.51
"2021/05/05",2.62,6.35,8.12,0.66,2.51,3.63
"2021/05/06",2.57,5.93,7.61,0.46,2.14,3.34
"2021/05/07",2.48,5.98,7.69,0.47,2.13,3.29
"2021/05/10",2.54,6.1,7.87,0.54,2.23,3.34
"2021/05/11",2.57,6.17,7.98,0.58,2.33,3.42
"2021/05/12",2.54,6.18,8,0.49,2.18,3.34
"2021/05/13",2.44,5.98,7.83,0.43,2.06,3.24
"2021/05/14",2.42,5.93,7.76,0.36,2.01,3.3
"2021/05/18",2.45,5.88,7.73,0.4,2.03,3.24
"2021/05/19",2.48,5.92,7.79,0.34,1.96,3.26
"2021/05/20",2.55,5.97,7.85,0.4,2.06,3.31
"2021/05/21",2.67,6.06,7.9,0.5,2.21,3.38
"2021/05/24",2.74,6.12,7.96,0.38,2.03,3.3
"2021/05/25",2.79,6.07,7.9,0.37,2.01,3.28
"2021/05/26",2.8,6.06,7.88,0.39,2.05,3.31
"2021/05/27",2.82,6.02,7.81,0.35,1.97,3.24
"2021/05/28",2.78,5.99,7.77,0.32,1.91,3.21
"2021/05/31",2.74,5.95,7.75,0.28,1.84,3.16
"2021/06/01",2.77,5.91,7.71,0.27,1.82,3.14
"2021/06/02",2.73,5.83,7.59,0.25,1.78,3.1
"2021/06/03",2.73,5.87,7.61,0.25,1.78,3.1
"2021/06/04",2.72,5.76,7.45,0.24,1.74,3.04
"2021/06/08",2.77,5.75,7.37,0.24,1.75,3.05
"2021/06/09",2.72,5.71,7.26,0.3,1.85,3.12
"2021/06/10",2.74,5.81,7.35,0.35,1.93,3.16
"2021/06/11",2.78,5.93,7.49,0.29,1.83,3.11
"2021/06/15",2.8,5.97,7.58,0.34,1.92,3.18
"2021/06/16",2.72,5.87,7.52,0.37,1.96,3.18
"2021/06/17",2.75,5.85,7.47,0.35,1.92,3.16
"2021/06/18",2.74,5.88,7.48,0.37,1.96,3.2
"2021/06/21",2.81,5.98,7.58,0.45,2.09,3.25
"2021/06/22",2.89,6.01,7.55,0.42,2.07,3.27
"2021/06/23",2.94,5.99,7.51,0.49,2.14,3.27
"2021/06/24",3,6.11,7.6,0.65,2.41,3.41
"2021/06/25",3.12,6.25,7.66,0.63,2.37,3.4
"2021/06/28",3.05,6.24,7.67,0.7,2.45,3.41
"2021/06/29",3.05,6.11,7.53,0.61,2.32,3.36
"2021/06/30",3.11,6.16,7.58,0.75,2.42,3.39
"2021/07/01",3.1,6.16,7.59,0.81,2.38,3.36
"2021/07/02",3.12,6.18,7.58,0.87,2.49,3.36
"2021/07/06",3.09,6.14,7.52,0.92,2.42,3.36
"2021/07/07",3.09,6.17,7.56,1.04,2.51,3.44
"2021/07/08",3.03,6.17,7.55,1.04,2.55,3.45
"2021/07/09",2.94,6.09,7.43,0.88,2.45,3.39
"2021/07/12",2.92,6.09,7.45,0.9,2.69,3.5
"2021/07/13",2.98,6.14,7.49,0.87,2.44,3.39
"2021/07/14",3,6.15,7.52,0.86,2.46,3.4
"2021/07/15",3.03,6.11,7.48,0.83,2.58,3.46
"2021/07/16",3.07,6.12,7.5,0.93,2.51,3.44
"2021/07/19",3.08,6.11,7.49,1.01,2.53,3.46
"2021/07/21",3.11,6.11,7.5,1,2.78,3.62
"2021/07/22",3.06,6.09,7.49,0.99,2.72,3.58
"2021/07/23",2.99,6.07,7.49,1.03,2.5,3.45
"2021/07/26",3.01,6.12,7.59,1.07,2.53,3.47
"2021/07/27",3.04,6.16,7.64,1.09,2.56,3.5
"2021/07/28",3,6.14,7.67,1.03,2.52,3.48
"2021/07/29",2.93,6.11,7.63,0.81,2.64,3.55
"2021/07/30",2.95,6.11,7.6,0.83,2.68,3.57
"2021/08/02",2.95,6.11,7.59,0.8,2.64,3.57
"2021/08/03",2.94,6.1,7.59,0.84,2.57,3.54
"2021/08/04",2.94,6.11,7.58,0.9,2.56,3.52
"2021/08/05",2.92,6.13,7.62,0.78,2.54,3.51
"2021/08/06",2.96,6.2,7.68,0.69,2.48,3.47
"2021/08/09",3.01,6.29,7.79,0.77,2.6,3.54
"2021/08/10",2.98,6.3,7.8,0.73,2.53,3.51
"2021/08/11",2.92,6.27,7.78,0.78,2.61,3.54
"2021/08/12",2.9,6.25,7.76,0.76,2.59,3.53
"2021/08/13",2.91,6.21,7.7,0.75,2.55,3.5
"2021/08/17",2.95,6.21,7.67,0.67,2.45,3.45
"2021/08/18",2.98,6.24,7.72,0.66,2.43,3.46
"2021/08/19",2.98,6.26,7.75,0.71,2.52,3.52
"2021/08/20",2.96,6.26,7.76,0.7,2.51,3.51
"2021/08/23",2.92,6.23,7.75,0.62,2.39,3.46
"2021/08/24",2.94,6.23,7.72,0.63,2.41,3.47
"2021/08/25",2.94,6.23,7.72,0.56,2.3,3.43
"2021/08/26",2.91,6.22,7.73,0.56,2.29,3.4
"2021/08/27",2.93,6.18,7.67,0.59,2.33,3.43
"2021/08/30",2.94,6.18,7.65,0.6,2.33,3.39
"2021/08/31",2.92,6.14,7.6,0.61,2.34,3.39
"2021/09/01",2.95,6.14,7.57,0.63,2.37,3.41
"2021/09/02",2.99,6.2,7.62,0.61,2.33,3.38
"2021/09/03",3,6.22,7.62,0.6,2.32,3.37
"2021/09/06",3.07,6.27,7.64,0.58,2.28,3.32
"2021/09/07",3.11,6.34,7.71,0.58,2.29,3.36
"2021/09/08",3.1,6.3,7.68,0.6,2.32,3.39
"2021/09/09",3.11,6.35,7.73,0.62,2.35,3.39
"2021/09/10",3.09,6.35,7.74,0.64,2.37,3.4
"2021/09/13",3.11,6.38,7.77,0.64,2.37,3.37
"2021/09/14",3.15,6.43,7.82,0.65,2.38,3.39
"2021/09/15",3.14,6.41,7.8,0.65,2.39,3.4
"2021/09/16",3.16,6.49,7.94,0.63,2.37,3.39
"2021/09/17",3.21,6.57,7.98,0.7,2.48,3.46
"2021/09/20",3.24,6.66,8.09,0.71,2.51,3.5
"2021/09/21",3.26,6.65,8.08,0.74,2.54,3.49
"2021/09/22",3.28,6.63,8.07,0.69,2.46,3.45
"2021/09/23",3.36,6.73,8.14,0.81,2.65,3.56
"2021/09/24",3.42,6.79,8.18,0.74,2.57,3.56
"2021/09/27",3.44,6.78,8.17,0.73,2.56,3.55
"2021/09/28",3.47,6.78,8.15,0.76,2.59,3.53
"2021/09/29",3.44,6.7,8.07,0.74,2.55,3.49
"2021/09/30",3.47,6.69,8.05,0.72,2.51,3.48
"2021/10/01",3.46,6.65,8.02,0.67,2.45,3.46
"2021/10/04",3.56,6.72,8.1,0.68,2.46,3.47
"2021/10/05",3.61,6.76,8.14,0.69,2.51,3.53
"2021/10/06",3.59,6.72,8.08,0.67,2.46,3.5
"2021/10/07",3.57,6.67,8.03,0.65,2.42,3.46
"2021/10/08",3.62,6.72,8.07,0.68,2.47,3.48
"2021/10/11",3.61,6.73,8.09,0.71,2.47,3.43
"2021/10/12",3.66,6.72,8.05,0.68,2.46,3.46
"2021/10/13",3.68,6.73,8.05,0.72,2.51,3.46
"2021/10/14",3.75,6.79,8.06,0.74,2.52,3.46
"2021/10/15",3.82,6.83,8.09,0.76,2.57,3.5
"2021/10/19",3.9,6.9,8.14,0.76,2.56,3.48
"2021/10/20",3.92,6.9,8.14,0.76,2.52,3.47
"2021/10/21",3.94,6.94,8.16,0.74,2.55,3.5
"2021/10/22",4.05,7.08,8.29,0.76,2.56,3.5
"2021/10/25",4.13,7.11,8.28,0.77,2.56,3.5
"2021/10/26",4.21,7.18,8.33,0.88,2.59,3.5
"2021/10/27",4.25,7.24,8.4,0.94,2.36,3.51
"2021/10/28",4.32,7.29,8.45,0.95,2.62,3.51
"2021/10/29",4.39,7.29,8.4,0.87,2.59,3.47
"2021/11/02",4.47,7.18,8.24,0.79,2.6,3.5
"2021/11/03",4.57,7.3,8.28,1.02,2.59,3.55
"2021/11/04",4.69,7.43,8.35,0.97,2.79,3.6
"2021/11/05",4.66,7.41,8.34,0.94,2.84,3.61
"2021/11/08",4.62,7.33,8.28,1.05,2.8,3.58
"2021/11/09",4.48,7.33,8.31,0.97,2.84,3.62
"2021/11/10",4.47,7.3,8.27,1.01,2.83,3.57
"2021/11/11",4.48,7.31,8.28,0.99,2.85,3.6
"2021/11/12",4.63,7.45,8.43,1.09,2.9,3.66
"2021/11/16",4.8,7.63,8.59,1.29,3.02,3.75
"2021/11/17",4.77,7.61,8.57,1.21,2.93,3.72
"2021/11/18",4.65,7.49,8.45,1.35,2.9,3.65
"2021/11/19",4.61,7.46,8.44,1.31,3,3.71
"2021/11/22",4.62,7.6,8.61,1.49,3.06,3.76
"2021/11/23",4.57,7.69,8.76,1.43,3.15,3.87
"2021/11/24",4.63,7.81,8.91,1.36,3.06,3.79
"2021/11/25",4.55,7.78,8.89,1.33,3.09,3.78
"2021/11/26",4.53,7.75,8.88,1.25,3.08,3.79
"2021/11/29",4.63,7.76,8.89,1.32,3.11,3.79
"2021/11/30",4.6,7.67,8.8,1.25,3.1,3.76
"2021/12/01",4.5,7.55,8.69,1.09,3.06,3.71
"2021/12/02",4.51,7.44,8.56,1.06,2.98,3.64
"2021/12/03",4.58,7.47,8.55,1.13,3.02,3.68
"2021/12/06",4.8,7.51,8.53,0.99,2.87,3.57
"2021/12/07",4.89,7.52,8.48,0.98,2.86,3.56
"2021/12/09",4.81,7.4,8.36,0.92,2.75,3.49
"2021/12/10",4.83,7.38,8.32,0.93,2.76,3.49
"2021/12/13",4.93,7.53,8.45,0.95,2.77,3.47
"2021/12/14",5.3,7.73,8.53,0.98,2.84,3.54
"2021/12/15",5.23,7.74,8.57,0.95,2.77,3.54
"2021/12/16",5.11,7.63,8.5,0.9,2.71,3.44
"2021/12/17",5.1,7.53,8.34,0.86,2.65,3.41
"2021/12/20",5.24,7.56,8.33,0.91,2.68,3.36
"2021/12/21",5.3,7.62,8.39,0.93,2.7,3.35
"2021/12/22",5.34,7.64,8.41,0.94,2.74,3.42
"2021/12/23",5.36,7.69,8.47,,,
"2021/12/27",5.29,7.61,8.39,0.89,2.68,3.41
"2021/12/28",5.32,7.66,8.45,0.89,2.66,3.37
"2021/12/29",5.26,7.71,8.52,0.88,2.71,3.51
"2021/12/30",5.44,7.72,8.46,1.05,2.96,3.6
"2022/01/03",5.33,7.81,8.63,0.97,2.86,3.59
"2022/01/04",5.54,7.93,8.72,1.11,3.09,3.74
"2022/01/05",5.54,7.95,8.75,0.94,2.86,3.65
"2022/01/06",5.7,8.13,8.95,0.96,2.87,3.64
"2022/01/07",5.77,8.27,9.1,1.01,2.96,3.72
"2022/01/11",6.1,8.48,9.25,1.06,3.03,3.73
"2022/01/12",5.97,8.41,9.21,1.07,3.03,3.71
"2022/01/13",5.72,8.37,9.27,1.06,3.04,3.73
"2022/01/14",5.76,8.38,9.27,1.06,3.02,3.72
"2022/01/17",5.84,8.49,9.4,1.05,3.02,3.74
"2022/01/18",6.08,8.69,9.58,1.01,3,3.78
"2022/01/19",5.95,8.64,9.58,0.97,2.93,3.74
"2022/01/20",5.83,8.51,9.46,0.93,2.87,3.71
"2022/01/21",5.72,8.37,9.32,0.93,2.86,3.69
"2022/01/24",5.85,8.49,9.44,0.97,2.93,3.75
"2022/01/25",5.9,8.48,9.45,0.95,2.91,3.75
"2022/01/26",5.88,8.42,9.37,0.93,2.89,3.74
"2022/01/27",5.96,8.52,9.45,0.94,2.9,3.74
"2022/01/28",6.02,8.56,9.47,0.94,2.9,3.75
"2022/01/31",6.09,8.56,9.43,0.93,2.89,3.74
"2022/02/01",6.05,8.43,9.26,0.88,2.79,3.68
"2022/02/02",6.02,8.36,9.17,0.87,2.75,3.61
"2022/02/03",6.07,8.43,9.25,0.87,2.76,3.62
"2022/02/04",6.14,8.39,9.16,0.83,2.68,3.57
"2022/02/07",6.27,8.41,9.12,0.74,2.54,3.48
"2022/02/08",6.44,8.57,9.26,0.78,2.59,3.49
"2022/02/09",6.62,8.66,9.31,0.8,2.63,3.53
"2022/02/10",6.83,8.77,9.37,0.86,2.74,3.61
"2022/02/11",6.84,8.75,9.34,0.86,2.75,3.62
"2022/02/14",6.96,8.9,9.49,0.93,2.86,3.69
"2022/02/15",7,8.86,9.43,0.94,2.9,3.74
"2022/02/16",7.07,8.83,9.35,0.9,2.84,3.72
"2022/02/17",7.06,8.79,9.31,0.95,2.91,3.75
"2022/02/18",7.02,8.75,9.26,0.97,2.93,3.74
"2022/02/21",7.08,8.8,9.31,1.03,3.01,3.77
"2022/02/22",7.2,8.88,9.38,1.08,3.09,3.81
"2022/02/23",7.23,8.94,9.45,1.07,3.07,3.78
"2022/02/24",7.38,9.18,9.72,1.16,3.24,3.91
"2022/02/25",7.41,9.14,9.65,1.15,3.2,3.86
"2022/02/28",7.48,9.22,9.74,1.18,3.27,3.95
"2022/03/01",7.33,9.11,9.64,1.14,3.17,3.83
"2022/03/02",7.22,9.04,9.6,1.1,3.09,3.76
"2022/03/03",7.26,8.99,9.52,1.09,3.09,3.76
"2022/03/04",7.26,9.02,9.56,1.08,3.08,3.78
"2022/03/07",7.44,9.27,9.82,1.04,3.04,3.8
"2022/03/08",7.65,9.38,9.9,1.1,3.14,3.87
"2022/03/09",7.78,9.41,9.89,1.13,3.19,3.9
"2022/03/10",7.79,9.43,9.9,1.11,3.19,3.94
"2022/03/11",7.82,9.46,9.94,1.09,3.15,3.92
"2022/03/14",7.89,9.51,9.97,1.08,3.14,3.91
"2022/03/15",7.83,9.46,9.94,1.1,3.15,3.88
"2022/03/16",7.79,9.45,9.93,1.09,3.12,3.85
"2022/03/17",7.77,9.42,9.91,1.09,3.12,3.84
"2022/03/18",7.76,9.44,9.94,1.12,3.17,3.87
"2022/03/22",7.89,9.55,10.04,1.18,3.26,3.92
"2022/03/23",8.07,9.63,10.08,1.17,3.24,3.91
"2022/03/24",8.22,9.82,10.28,1.2,3.33,4
"2022/03/25",8.28,9.93,10.41,1.2,3.34,4.03
"2022/03/28",8.28,9.91,10.39,1.19,3.32,4.01
"2022/03/29",8.08,9.64,10.1,1.17,3.28,3.99
"2022/03/30",7.82,9.44,9.95,1.16,3.28,4
"2022/03/31",7.72,9.42,9.97,1.2,3.37,4.08
"2022/04/01",7.37,9.21,9.82,1.15,3.29,4.04
"2022/04/04",7.18,9.05,9.69,1.15,3.29,4.04
"2022/04/05",7.35,9.04,9.58,1.2,3.39,4.13
"2022/04/06",7.33,9.06,9.62,1.17,3.37,4.17
"2022/04/07",7.28,9,9.56,1.21,3.44,4.23
"2022/04/08",7.42,9.24,9.83,1.19,3.42,4.21
"2022/04/11",7.59,9.45,10.03,1.17,3.37,4.16
"2022/04/12",7.74,9.3,9.77,1.18,3.38,4.16
"2022/04/13",7.79,9.33,9.8,1.18,3.37,4.12
"2022/04/18",7.93,9.51,9.98,1.23,3.47,4.21
"2022/04/19",8.05,9.55,9.99,1.33,3.53,4.25
"2022/04/20",8.04,9.57,10.02,1.52,3.52,4.24
"2022/04/21",8.08,9.6,10.04,1.52,3.51,4.25
"2022/04/22",8.07,9.62,10.07,1.46,3.47,4.23
"2022/04/25",8.17,9.76,10.22,1.43,3.45,4.21
"2022/04/26",8.24,9.82,10.28,1.41,3.48,4.22
"2022/04/27",8.25,9.88,10.36,1.38,3.49,4.23
"2022/04/28",8.27,9.92,10.42,1.41,3.51,4.26
"2022/04/29",8.37,10.04,10.54,1.49,3.6,4.3
"2022/05/02",8.67,10.29,10.77,1.59,3.69,4.37
"2022/05/03",8.6,10.16,10.64,1.55,3.67,4.35
"2022/05/04",8.6,10.16,10.64,1.54,3.73,4.44
"2022/05/05",8.46,10.24,10.81,1.4,3.79,4.54
"2022/05/06",8.62,10.48,11.06,1.41,3.82,4.53
"2022/05/09",8.72,10.63,11.22,1.36,3.75,4.51
"2022/05/10",8.78,10.63,11.2,1.36,3.74,4.49
"2022/05/11",8.76,10.72,11.34,1.38,3.77,4.5
"2022/05/12",8.74,10.79,11.44,1.38,3.8,4.55
"2022/05/13",8.77,10.86,11.54,1.38,3.83,4.61
"2022/05/16",8.65,10.99,11.8,1.4,3.87,4.65
"2022/05/17",8.86,11.22,12.02,1.42,3.91,4.68
"2022/05/18",8.84,11.25,12.09,1.46,4.01,4.8
"2022/05/19",8.8,11.01,11.75,1.45,4.01,4.83
"2022/05/20",8.77,11.01,11.77,1.48,4.13,4.98
"2022/05/23",8.79,10.88,11.57,1.48,4.11,4.95
"2022/05/24",8.84,10.99,11.7,1.53,4.19,5
"2022/05/25",8.87,10.8,11.41,1.51,4.13,4.93
"2022/05/26",8.91,10.67,11.21,1.54,4.15,4.89
"2022/05/27",8.96,10.66,11.17,1.57,4.22,4.97
"2022/05/31",8.88,10.35,10.78,1.55,4.16,4.88
"2022/06/01",8.84,10.45,10.94,1.63,4.3,4.99
"2022/06/02",8.79,10.38,10.86,1.66,4.35,5.02
"2022/06/03",8.75,10.24,10.69,1.71,4.46,5.11
"2022/06/06",8.94,10.47,10.93,1.82,4.64,5.24
"2022/06/07",9.06,10.82,11.38,1.96,4.89,5.42
"2022/06/08",9.07,11,11.63,1.98,4.93,5.46
"2022/06/09",9.02,10.97,11.62,2.06,5.06,5.52
"2022/06/10",9.24,11.02,11.56,2.08,5.14,5.65
"2022/06/13",9.24,11.15,11.75,2.07,5.13,5.65
"2022/06/14",9.49,11.32,11.88,2.08,5.15,5.66
"2022/06/15",9.45,11.14,11.64,1.92,4.86,5.44
"2022/06/16",9.61,11.23,11.7,1.94,4.75,5.31
"2022/06/17",9.53,11.13,11.59,1.95,4.54,5.06
"2022/06/21",9.9,11.69,12.2,2.15,4.71,5.26
"2022/06/22",9.86,11.64,12.16,2.03,4.52,5.04
"2022/06/23",9.69,11.42,11.93,1.92,4.44,4.96
"2022/06/24",9.71,11.42,11.93,1.98,4.39,4.92
"2022/06/28",9.72,11.28,11.75,2.05,4.32,4.86
"2022/06/29",9.68,11.2,11.63,2.01,4.48,5.01
"2022/06/30",9.7,11.18,11.61,2.02,4.53,5.06
"2022/07/01",9.6,11.16,11.64,1.91,4.4,4.96
"2022/07/05",9.3,10.82,11.4,2.07,4.49,5
"2022/07/06",9.65,11.09,11.59,2.18,4.65,5.16
"2022/07/07",9.95,11.26,11.64,2.26,4.79,5.25
"2022/07/08",9.93,11.38,11.81,2.41,5,5.45
"2022/07/11",10.03,11.71,12.27,2.68,5.14,5.58
"2022/07/12",10.47,12.17,12.7,3.03,5.42,5.84
"2022/07/13",10.37,12.14,12.73,3.07,5.44,5.78
"2022/07/14",10.59,12.64,13.32,3.37,5.79,6.12
"2022/07/15",10.71,12.76,13.47,3.47,5.83,6.15
"2022/07/18",10.6,12.57,13.25,3.36,5.72,6.04
"2022/07/19",10.72,12.54,13.14,3.42,5.67,6
"2022/07/21",10.91,12.73,13.32,3.52,5.89,6.2
"2022/07/22",10.91,12.59,13.12,3.65,5.93,6.21
"2022/07/25",11.18,12.61,13.04,3.61,5.93,6.25
"2022/07/26",11.26,12.71,13.15,3.69,5.83,6.15
"2022/07/27",11.15,12.57,13.01,3.5,5.74,6.06
"2022/07/28",10.8,12.3,12.82,3.26,5.67,6.02
"2022/07/29",10.39,11.98,12.62,2.82,5.53,6.02
"2022/08/01",10.1,11.49,12.09,2.59,5.21,5.72
"2022/08/02",10.28,11.5,11.97,2.71,5.22,5.65
"2022/08/03",10.35,11.5,11.93,2.67,5.34,5.69
"2022/08/04",10.18,11.31,11.75,2.52,5.17,5.61
"2022/08/05",10.45,11.7,12.18,2.89,5.24,5.71
"2022/08/08",10.79,11.95,12.32,2.65,5.37,5.87
"2022/08/09",10.7,11.93,12.42,2.73,5.36,5.87
"2022/08/10",10.55,11.58,11.93,2.61,5.29,5.75
"2022/08/11",10.41,11.37,11.7,2.57,5.17,5.65
"2022/08/12",10.41,11.52,11.93,2.46,5.2,5.66
"2022/08/16",10.48,11.56,11.95,2.43,5.16,5.64
"2022/08/17",10.55,11.55,11.89,2.4,5.28,5.76
"2022/08/18",10.55,11.61,11.98,2.19,5.23,5.79
"2022/08/19",10.7,11.76,12.12,2.09,5.29,5.92
"2022/08/22",10.78,11.91,12.36,2.15,5.42,6.04
"2022/08/23",10.78,11.83,12.27,2.15,5.38,5.97
"2022/08/24",10.79,11.87,12.35,2.16,5.37,5.94
"2022/08/25",10.68,11.72,12.19,2.11,5.29,5.87
"2022/08/26",10.72,11.64,12.08,2.11,5.26,5.8
"2022/08/29",10.77,11.78,12.22,2.16,5.22,5.79
