"PrediccionKey;FechaKey;ModeloKey;MercadoKey;ValorReal;ValorPredicho;ErrorAbsoluto;ErrorPorcentual;TipoPeriodo;";"onaEntrenamiento;EsPrediccionFutura;FechaReal;ModeloInfo;ValorReal_SP500;ValorPredicho_SP500"
"171;171;1;1;0.031296;0.031295;1,00E-06;0.003195;Training;";"ona A;False;10/09/2015;CATBOOST_Training;2013.4;2013.4"
"172;172;1;1;0.027486;0.027501;1.5e-05;0.054573;Training;";"ona A;False;11/09/2015;CATBOOST_Training;2014.9;2014.93"
"173;173;1;1;0.033026;0.033009;1.7e-05;0.051475;Training;";"ona A;False;14/09/2015;CATBOOST_Training;2017.5;2017.47"
"174;174;1;1;0.012942;0.012952;1,00E-05;0.077268;Training;";"ona A;False;15/09/2015;CATBOOST_Training;2003.7;2003.72"
"175;175;1;1;-0.000551;-0.000556;5,00E-06;0.907441;Training;";"ona A;False;16/09/2015;CATBOOST_Training;1994.2;1994.2"
"176;176;1;1;0.016933;0.016936;3,00E-06;0.017717;Training;";"ona A;False;17/09/2015;CATBOOST_Training;2023.9;2023.9"
"177;177;1;1;0.038355;0.038346;9,00E-06;0.023465;Training;";"ona A;False;18/09/2015;CATBOOST_Training;2033.1;2033.08"
"178;178;1;1;0.03391;0.033918;8,00E-06;0.023592;Training;";"ona A;False;21/09/2015;CATBOOST_Training;2033.7;2033.72"
"179;179;1;1;0.045349;0.045346;3,00E-06;0.006615;Training;";"ona A;False;22/09/2015;CATBOOST_Training;2030.8;2030.8"
"180;180;1;1;0.041314;0.041321;7,00E-06;0.016943;Training;";"ona A;False;23/09/2015;CATBOOST_Training;2018.9;2018.91"
"181;181;1;1;0.062261;0.062262;1,00E-06;0.001606;Training;";"ona A;False;24/09/2015;CATBOOST_Training;2052.5;2052.5"
"182;182;1;1;0.074509;0.074503;6,00E-06;0.008053;Training;";"ona A;False;25/09/2015;CATBOOST_Training;2075.2;2075.19"
"183;183;1;1;0.100648;0.10065;2,00E-06;0.001987;Training;";"ona A;False;28/09/2015;CATBOOST_Training;2071.2;2071.2"
"184;184;1;1;0.096492;0.096493;1,00E-06;0.001036;Training;";"ona A;False;29/09/2015;CATBOOST_Training;2065.9;2065.9"
"185;185;1;1;0.088698;0.088699;1,00E-06;0.001127;Training;";"ona A;False;30/09/2015;CATBOOST_Training;2090.3;2090.3"
"186;186;1;1;0.08608;0.086075;5,00E-06;0.005809;Training;";"ona A;False;1/10/2015;CATBOOST_Training;2089.4;2089.4"
"187;187;1;1;0.065594;0.065599;5,00E-06;0.007623;Training;";"ona A;False;2/10/2015;CATBOOST_Training;2079.4;2079.4"
