Friday_of_Week,NFCI,ANFCI,Risk,Credit,Leverage,Nonfinancial_Leverage
09/17/1999,-0.114432468421095,0.1837768271935,-0.089502666919844,0.00282029413673615,1.03861558876465,0.519180339867427
09/24/1999,-0.102137242571221,0.213608052834537,-0.0728772215761675,0.00361574159138972,1.03325234839697,0.523499665852097
10/01/1999,-0.0915249228175163,0.242526661468677,-0.0559011802566493,0.00452347550585931,1.01424952022992,0.527192991643931
10/08/1999,-0.0851462886132981,0.262553842951377,-0.0416294611176647,0.00593175920475065,0.984867347880507,0.530307437932766
10/15/1999,-0.0871147804864182,0.263465267690075,-0.0368343145554044,0.00875487632118813,0.95147555749617,0.532917556691475
10/22/1999,-0.0967078421116525,0.243729651929036,-0.0419130298705726,0.0137848990650899,0.918882219384012,0.535101060200883
10/29/1999,-0.112048105552249,0.207942549267716,-0.0578762174728877,0.0216494380579262,0.894334908328966,0.536943290891099
11/05/1999,-0.129983896013662,0.163427364502188,-0.0828095338748244,0.0323603308665757,0.883060456565854,0.5385348528147
11/12/1999,-0.147859933301415,0.120504821294356,-0.113841166439971,0.0455047412634858,0.887829799427083,0.539968664624173
11/19/1999,-0.162746522662626,0.0885901735529611,-0.147092689974002,0.0601741201377987,0.909462827566645,0.541337836263219
11/26/1999,-0.170491817997472,0.075659000556658,-0.176615741600974,0.0750468544075696,0.946486429532134,0.542736059591995
12/03/1999,-0.172928643649051,0.0773092941706072,-0.201130507014785,0.0883300646305257,0.995095352419172,0.544256758327043
12/10/1999,-0.171626715725988,0.0864988506225585,-0.219969936794222,0.0981862628360827,1.05165201951909,0.545992662760113
12/17/1999,-0.170575099487688,0.0921857740387882,-0.233356404069733,0.101959583460947,1.11153611257474,0.548036531819556
12/24/1999,-0.171119810636761,0.0887683116823371,-0.242504003192833,0.100200903977459,1.1697374129207,0.550479892196328
12/31/1999,-0.174598192817152,0.0761099713278897,-0.248343350877122,0.0923996382743124,1.22352286433584,0.553410385691542
01/07/2000,-0.184371903042281,0.0536342754417614,-0.253863254612606,0.0787622882984546,1.27028547094784,0.556913134583825
01/14/2000,-0.195509948296646,0.0299215557137217,-0.258432054080922,0.0634148175912193,1.30801873214278,0.561071333975674
01/21/2000,-0.20576113739717,0.0113929321277512,-0.261499827961114,0.0479534594359681,1.3367245202971,0.565949008838642
01/28/2000,-0.213030194760613,-0.00263017689686398,-0.262024992230544,0.0347890443745169,1.35490027566268,0.571601123342188
02/04/2000,-0.214841174745486,-0.0120468819046379,-0.259408553253816,0.0256489493635564,1.36354998105927,0.578065991153812
02/11/2000,-0.212546818559278,-0.0178517630637052,-0.254092326427748,0.0211422817066479,1.36178109019851,0.585359574192927
02/18/2000,-0.204717610151724,-0.0171838991241514,-0.244527927693661,0.0218151682643435,1.34948651312822,0.593474589181686
02/25/2000,-0.191830557476825,-0.00541531965900288,-0.22955179519737,0.0272050789363212,1.32545231307609,0.602378522853751
03/03/2000,-0.175764443136487,0.0198741978040886,-0.210463700547523,0.0364666981583392,1.2904640489875,0.612010696573615
03/10/2000,-0.155706790994041,0.0577562795407815,-0.185989375109877,0.048487372399277,1.24531485530957,0.622283494506331
03/17/2000,-0.133489173631874,0.100182475138641,-0.157006347973533,0.0621501046920203,1.19012407423633,0.63308112152671
03/24/2000,-0.111169125925638,0.136299657283056,-0.126813702999604,0.0763837471540131,1.12803827620115,0.644260597975043
03/31/2000,-0.0900637904238111,0.158481675947993,-0.0964812313605423,0.0900495196168176,1.06073071960455,0.65565902068815
04/07/2000,-0.0738995964710809,0.161344409685454,-0.0701664656639515,0.102642115352799,0.990232321854184,0.667107667546728
04/14/2000,-0.0591666437054754,0.16082713447136,-0.0442436540650759,0.114097665623616,0.917350559792447,0.678407579450671
04/21/2000,-0.045753722681178,0.165050672473105,-0.0192660130175301,0.124346240578046,0.844477336258616,0.68939295872251
04/28/2000,-0.0313482470697411,0.184907391120925,0.00624222125405956,0.133989452542843,0.773084357663724,0.699907103013089
05/05/2000,-0.0150269132509232,0.22287870146234,0.0323980148550484,0.143722242607714,0.704173243226736,0.709815618071833
05/12/2000,0.000691979091334478,0.267358529263664,0.056816181232415,0.153445171435788,0.638476250877409,0.719012895615339
05/19/2000,0.0153657371570428,0.30883141016671,0.0772003506150906,0.163677763106777,0.577478859818194,0.727422327800849
05/26/2000,0.0278946218209114,0.338029381905813,0.0919954597092454,0.174348254961755,0.520938171554788,0.734994035614807
06/02/2000,0.0356776273180638,0.350177878876355,0.0983298624005655,0.185132340714992,0.468226751280364,0.741704868982896
06/09/2000,0.0371712240153441,0.347673849521416,0.0942294207152561,0.195584671974454,0.418467652459035,0.747554512290551
06/16/2000,0.0326552209374982,0.337229788500063,0.0813891460242881,0.205099919379376,0.368492898712333,0.752562253566793
06/23/2000,0.0208531625877158,0.318443592033136,0.0594239390125236,0.213167003759155,0.315942195310986,0.756764814745479
06/30/2000,0.00270741936077638,0.290690915517232,0.0303935235871365,0.219574585779826,0.258248043346894,0.760210156226059
07/07/2000,-0.0223135899063307,0.248239155410356,-0.00411701074324415,0.223880616076395,0.192665346414788,0.762950247690346
07/14/2000,-0.0517800341974915,0.193279010464767,-0.0414269598596075,0.22629358553501,0.119269385176155,0.765047646789761
07/21/2000,-0.0826055863846229,0.130496856463037,-0.0781108945891284,0.226996342222234,0.0386621319271372,0.766562511964008
07/28/2000,-0.113329665098041,0.0690762274174676,-0.11234232972136,0.226277536023117,-0.0477741120459195,0.767551397024239
08/04/2000,-0.141651843754061,0.0194375977206815,-0.141774044069907,0.224276751994052,-0.137531900016827,0.768068617738905
08/11/2000,-0.16601350426255,-0.0120708999978335,-0.165399389018385,0.221152724923491,-0.226897190110744,0.768163839411523
08/18/2000,-0.184367435885628,-0.0258379003647471,-0.181594643810009,0.217568364041174,-0.313498753088772,0.767881526085165
08/25/2000,-0.196777705518911,-0.0297213965913615,-0.190452812731276,0.213723157336959,-0.394963640930138,0.767261753423995
